image,caption_number,caption,id
8127485677.jpg,4,Hai cầu thủ bóng đá đang tranh bóng,31141
8188882833.jpg,0,Hai vận động viên bóng chuyền nam mặc đồng phục màu xanh nhạt đánh bóng qua lưới,31224
8188882833.jpg,1,Đội đen vừa đánh một quả bóng về phía đội xanh,31224
8188882833.jpg,2,Hai cầu thủ bóng chuyền nam đang đỡ bóng,31224
8188882833.jpg,3,Những người đàn ông đang chơi bóng chuyền,31224
8188882833.jpg,4,Đàn ông đang chơi bóng chuyền trong nhà,31224
8198726446.jpg,0,Bốn người đàn ông hai người mặc đồng phục màu trắng hai người còn lại mặc đồng phục màu đen và một người trong số đó vừa nhảy lên không trung để thực hiện cú ném bóng rổ,31234
8198726446.jpg,1,Cầu thủ mặc đồng phục màu đen trong một trận đấu bóng rổ sắp ghi bàn trong khi xung quanh là các cầu thủ mặc đồ trắng,31234
8198726446.jpg,2,Một cầu thủ bóng rổ đang ném bóng vào rổ,31234
8198726446.jpg,3,Một người đàn ông đang chơi bóng rổ,31234
8198726446.jpg,4,Một cầu thủ bóng rổ đang chơi bóng rổ,31234
8211471228.jpg,0,Một cầu thủ bóng rổ tiếp cận lưới trên không trong nỗ lực thực hiện cú úp rổ qua tầm với của đối thủ,31243
8211471228.jpg,1,Trong một trò chơi bóng rổ một cầu thủ sắp ghi bàn trong khi đối thủ đang cố gắng chặn nó,31243
8211471228.jpg,2,Một cầu thủ bóng rổ nhảy lên để ném rổ khi một cầu thủ của đội đối phương nhảy lên để cố gắng cản phá,31243
8211471228.jpg,3,Hai cầu thủ bóng rổ nhảy lên không trung khi một người chuẩn bị thực hiện cú úp rổ,31243
8211471228.jpg,4,Một số người đàn ông đang chơi bóng rổ tại một phòng tập thể dục trường trung học,31243
8218123217.jpg,0,Trong một trận bóng đá với một cầu thủ đang ném bóng,31252
8218123217.jpg,1,Một cầu thủ tung một đường chuyền trong một trận đấu bóng đá,31252
8218123217.jpg,2,Một cầu thủ bóng đá đang ném bóng trong một trận đấu,31252
8218123217.jpg,3,Một cầu thủ bóng đá ném bóng khi các cầu thủ bóng đá khác nhìn vào,31252
8218123217.jpg,4,Một cầu thủ đang ném bóng trong một trận đấu,31252
8234387593.jpg,0,Cầu thủ mặc đồng phục trắng và đỏ đang nhảy lên ném bóng trong khi đối thủ mặc đồng phục đỏ và đen chặn cú ném của anh ta,31265
8234387593.jpg,1,Ba cầu thủ bóng rổ tranh bóng và một người mặc áo đỏ đang cố lấy bóng từ anh chàng mặc áo trắng,31265
8234387593.jpg,2,Bốn chàng trai da trắng đang chơi bóng rổ và cầu thủ áo trắng sắp ghi bàn vào rổ,31265
8234387593.jpg,3,Hai thanh niên đang chơi bóng rổ một người đang ngăn chặn người còn lại ghi bàn,31265
8234387593.jpg,4,Hai thanh niên một người mặc áo trắng và một ngườii mặc áo đỏ đang chơi bóng rổ,31265
8245313425.jpg,0,Hai cầu thủ bóng rổ một người mặc đồ trắng người kia mặc đồ đỏ đang thi đấu trong một trận đấu bóng rổ,31283
8245313425.jpg,1,Một cầu thủ bóng rổ chuẩn bị ném trong khi đối thủ của anh ta đang đuổi theo ngăn cản,31283
8245313425.jpg,2,Hai người chơi bóng rổ đang rượt đuổi nhau,31283
8245313425.jpg,3,Hai đội bóng rổ đại học đang thi đấu với nhau,31283
8245313425.jpg,4,Cầu thủ đang rê bóng thoát khỏi sự truy đuổi của đối thủ trong một trận đấu bóng rổ,31283
8245366095.jpg,0,Một cầu thủ bóng rổ nữ mặc áo trắng đang di chuyển với quả bóng xung quanh có một cầu thủ đối phương mặc áo đen,31284
8245366095.jpg,1,Một trận đấu bóng rổ của các cô gái với cô gái mặc đồ trắng đang rê bóng với các cô gái mặc đồ đen đang phòng thủ,31284
8245366095.jpg,2,Một trận đấu bóng rổ nữ đang diễn ra đội mặc áo trắng có bóng trong khi đội màu đen đang ngăn chặn,31284
8245366095.jpg,3,Một cô gái đang chạy với một quả bóng rổ trong khi một người khác cố cướp quả bóng của cô ấy,31284
8245366095.jpg,4,Một cô gái có quả bóng trong trò chơi bóng rổ,31284
944374205.jpg,0,Những đứa trẻ đang chơi đá bóng ở sân trước tòa nhà,31620
944374205.jpg,1,Một nhóm nam sinh chơi bóng đá trên bãi cỏ trong khi một nhóm khác nhìn xuống từ một tảng đá,31620
944374205.jpg,2,Một nhóm các cậu bé đang chơi bóng đá trước một ngọn đồi nhỏ,31620
944374205.jpg,3,Tám cậu bé chơi bóng đá trên bãi cỏ,31620
944374205.jpg,4,Trẻ em chơi bóng đá trên sân,31620
